Topic,Percentage,song_id,song_name,artist,album,Like_Count,Lyric,cover_url,tags,year
0,0.682861661543699,5723222,카풀 (Carpool),Red Velvet (레드벨벳),‘The ReVe Festival’ Day 2,1357,놀라지 말고 이 차에 훌쩍 탈래요  처음 본 순간 느낌이 왔어  같은 걸 원해 우리 떠나요  따라 해봐 보다 쉬운 게 있어  그건 바로 여름을 흠뻑 즐기는 거야  하루를 한번 비틀어 봐요  해변을 따라가는 거예요  소리 크게 질러 던져           시원한 바람 느껴요   두 손을 위 올려 흔들어    루프를 열어  모르는 사람도    우린 다 친구 친구야  태양은 머리 위에서 우리를 놀려 대고요  파도 소리를 들은 듯해 맞지 맞지  좀 어색했던 우리 달라진 거지      장난치고 떠들다 보니    친해졌어 자 어디로든 달려가      놀라지 말고 이 차에 훌쩍 탈래요  처음 본 순간 느낌이 왔어  같은 걸 원해 우리 떠나요  따라 해봐 보다 쉬운 게 있어  그건 바로 여름을 흠뻑 즐기는 거야  하루를 한번 비틀어 봐요  해변을 따라가는 거예요  난 뭐든지 할 수 있어 너도 그렇지   안 하던 것들을 해봐    세상을 비틀고 던지고 맘대로  뜨거운 마음도 바람에 맡기고  파란 저기 바다가 자꾸 불러내고요  우린 지금 떠나야 해      놀라지 말고 이 차에 훌쩍 탈래요  처음 본 순간 느낌이 왔어  같은 걸 원해 우리 떠나요  따라 해봐 보다 쉬운 게 있어  그건 바로 여름을 흠뻑 즐기는 거야  하루를 한번 비틀어 봐요  해변을 따라가는 거예요             나만 믿어 우린 함께            어디로 가죠 이 차에 훌쩍 탈래요  여름은 우릴 좀 바꿔놨죠  와 벌써 왔어 바다야  따라 해봐 보다 쉬운 게 있어  그건 바로 여름을 흠뻑 즐기는 거야  하루를 한번 비틀어 봐요  해변을 따라가는 거예요,https://image.bugsm.co.kr/album/images/200/9214/921433.jpg?version=20190821002539.0,"['국내', '100시리즈', '2020년', '가요', '인디']",2020y
0,0.6034399503010651,31773127,어쩌면 또 마지막이 될까봐 (Feat. Ayul (이아율)),Dept(뎁트),어쩌면 또 마지막이 될까봐,1351,특별한 사이는 아니지만  매번 네 앞에선 불안하고 초조해져  애꿏은 날씨 탓인가 해   산으로 가는 얘기들과  물거품이 된 바람까지도  온통 네 곁을 멤돌아  이런 나의 마음을 아는지  늦은 오후 해질녘 꿈을 삼킬 때  널 보고싶은 마음에  애처로운 얼굴로 달려가는 길은  여전히 왜  멀어보여 아득하게  서투른 내 마음은  널 마주보지 못하고  계속 아웅다웅대                 이렇게도 가득한데  서두르는 마음에  또 너무도 쉽게 네 맘 두드리면 안돼            어쩌면 또 마지막이 될까봐  아무런 말도 못해 또 난  매번 네 앞에선 못 본 척 만 척  겉 돌기만 해  미소를 띄운 너를 보며   새로 산 배색 목도리가  잘 어울리냐는 너의 그 손짓도  똑바로 쳐다보지 못한  이런 나의 마음을 아는지  하얗게 내려온 첫 눈 사이로  무얼 빌었냐는 물음에  난처로운 얼굴로 달려가는 길은  여전히 왜  멀어보여 아득하게  서투른 내 마음은  널 마주보지 못하고  계속 아웅다웅대                 이렇게도 가득한데  서두르는 마음에  또 너무도 쉽게 네 맘 두드리면 안돼            어쩌면 또 마지막이 될까봐,https://image.bugsm.co.kr/album/images/200/202923/20292381.jpg?version=20201121002423.0,"['국내', '알앤비', '2020년', '2020 벅스 종합 결산 특집', '기간별']",2020y
1,0.6641781676911985,5923328,아 진짜요. (Oh really.),엔플라잉(N.Flying),"So, 通 (소통)",1342,아 진짜요  그 말을 듣고 싶어서  만난 게 아니잖아요       그렇다 치고요  아 헐 헐 헐 헐  난 진짜요  그대 속맘이 궁금해  내가 외로워서일까  색안경 껴서인가  빈털터리 빈털터리  맘을 갖고 살아요 살았죠  제발 가지 마 외롭죠        나조차도 이해 못 할 내 맘을  주접떨고 있네  아 헐 진짜요  진짜로  엉망진창이니까 그런 형식적인 거 말고요  날 위해 말할 순 없나요       아 진짜요  네 진짜요  하루 종일 나의 눈을 바라봐 줄 순 없어도  지금만 날 사랑해 줘요       아 진짜요  그대여 제발 좀 눈을 떠요  당신이 찾던 난 아닌가요  피곤해 피곤해 죽을 것 같아 보여  내가 이기적인가요  성심성의껏 널 대할 준비가 됐는데       어리광 광 광 광 광 광 광  피우지 좀 마 마 마 마 마 마 막  내 나이가 몇 갠데    알고 있어 나도 곧   이래 놓고 동생들한테는 센 척  뭐가 이리 무의미할까 계속  이리저리 밀린 일이 날  해석해 줘 미치겠으니 구해줘  제발 가지 마 외롭죠        나조차도 이해 못 할 내 맘을  주접떨고 있네  아 헐 진짜요  진짜로  엉망진창이니까 그런 형식적인 거 말고요  날 위해 말할 순 없나요       아 진짜요  네 진짜요  하루 종일 나의 눈을 바라봐 줄 순 없어도  지금만 날 사랑해 줘요       아 진짜요  그래요 잘 가요        나조차도 모를 맘 주접떨고 있네  아 진짜요  진짜로  엉망진창이니까 그런 형식적인 거 말고요  날 위해 말할 순 없나요       아 진짜요  네 진짜요  하루 종일 나의 눈을 바라봐 줄 순 없어도  지금만 날 사랑해 줘요       아 진짜요  널 보내기 쉽지 않네요             그냥 먼저 일어나 가줘요             아 진짜요,https://image.bugsm.co.kr/album/images/200/9834/983449.jpg?version=20210421042428.0,"['국내', '100시리즈', '아이돌', '2020년', '가요', '2020 벅스 종합 결산 특집']",2020y
1,0.8736491666952501,31770414,"거지 (Feat. YUNHWAY, Jhnovr, JUSTHIS)",기리보이,치명적인 앨범 Ⅲ,1335,온몸엔 카키     내 통장 사기     널 제거하지 나쁜 놈  나쁜 놈  개새끼들       거지  깽값을 물었어  거지  마음이 가난해  거지  땡전 한 푼 없어  거지  마음이 가난해  돈 벌 때지 돈 벌 때  돈 볼 때는 돈 벌 때  천만 원을 술에 담가  마셔버려 몸보신  돈 벌떼에 쏘여 혹이  혹시 몹시 아픔 전해줘 소식  형이 소싯적에   들었어  이르면 이르면 일름보  잃으면 잃으면 이러면  일억도 못 가져  알기는 싫은데 봐야겠지  남자로 태어나 하얗게 칠해진  대리석 바닥을 밟어  오늘도 사투 끝나면 하품  나의 안식  음악 하지 아직  흘러내려 바지  힙합 바지  투엑스 라지  뻔뻔하지  나의 상식 밖의 행동  예상해도  벗어나지 궤도  온몸엔 카키     내 통장 사기     널 제거하지 나쁜 놈  나쁜 놈  개새끼들       거지  깽값을 물었어  거지  마음이 가난해  거지  땡전 한 푼 없어  거지  마음이 가난해  거지 같은 새끼들은 많은데  어떻게 믿을 사람은 없어 어디에도 왜  거지같이 행동해도 되는 게  돈만 있음 해도 돼 돈이 다가 맞는데  거지라고 뭐가 문제인 건데  모르겠어 그냥 거지 같아 비유뿐인데  거지 부자   어떤 상황이건 해야 해       가짜가 너무 많아 요즘 다  그럴듯해 보여 진짜들보다  다 거기서 거기인 것 같아  사람들은 모르고 그냥 속아나  다이아 박은 목걸이를 둘러서라도  빛이 나고 싶어 빛나고 싶어  반짝이라도 괜찮아  반짝 반짝이는 게 되고 싶어                조여와 겉에 둘러매는 것들로 칭칭  감싸 안아 외로워 슬퍼 울어 징징               거지 같은 게 그게 다 정말 중요해  입고 있는 것들로 그들은 날 평가해  달라질 수 없나 봐 또 매장 앞에 서  거지같이 돈을 써      구멍이 난 두뇌와 마음                           매일 밤 나의  침대에 벤  향긴 달라져  또 밤이 되면  울려댈 거야  내 전화기는 포화         아직은 더  갖고 싶어        오늘의 넌           내일이 될 때까지  보이는 게 다가 아냐  허 승 로 한 달이 꽉 차  바쁘다고 말했는데 문제 생긴 넌 빠이빠이야  감사하지 아직도 음악 할 수 있단 사실에 글고  음악한텐 상처 안 받아 받아  상처 너무 받아 받아 그건 외상 아닌 내상  근데 돈을 꾸고 안 갚은 네게 입은 건 내상  근데 요즘 나의 내상들의 출처는 다 외관  그냥 생각 안 하는 게 답인 세상 세상 세상           넌 사치   근데 인정    이걸 몰라 차이를 몰라  줘도 안 봐도 안 생겨 되고 싶은 맘    중에 이제 남자는 없다  여자들과 들이 더 싸우지 전사  목소리를 내면 남는 것은 전사  근데 장렬하지도 않아  그럼 봐 내 포스트모던함     질문을 던지는 것이 내   텔레그램 자동 삭제 타이머는 초지  위험하니까    깽값은 내게 평화를 깬 값  그러니 짓는다면 내 죄는 완전해야 해  네 그릇의 사이즈는 결국  내 밥그릇을 결국 비우지 못하는 데에서 나와  쓰레기 개새끼  나쁜 놈 인간말종              ,https://image.bugsm.co.kr/album/images/200/202919/20291993.jpg?version=20210421045557.0,"['국내', '힙합', '국내 랩/힙합', '2020년', '100시리즈', '2020 벅스 종합 결산 특집']",2020y
2,0.7771374815552612,31876225,O (Feat. 이하이),코드 쿤스트,PEOPLE,1324,스쳐 지나간 애들과는 다르게  정착하는 법을 알려주네  왜 이렇게 간단한 것들로 고민했나  내가 봐도 바보같이 느껴지게 만드네  내 일상에 배어든 너의 향기에  한 모금 취해 난 오늘 하루도 버티네  버겁던 모든 일들도 가볍게 느껴지고  못 들던 잠도 쉽게 들게 만드네 넌                더 좋은 게 있는데 왜                             더 좋은 게 있는데                       나만 알 수 있게 해줘  너의 단점들도  가뭄에 단비처럼  목마른 나에게 내려줘   조금 더 간절하게   좀 더 난 필요해                              무심한 표정과  다른 섬세한 마음  넌 개중에 한 번 더 본적 없는 특별함  유일하게 내 심금을 울리네  그리곤        넌                    더 좋은 게 있는데 왜                             더 좋은 게 있는데               나만 알 수 있게 해줘  너의 단점들도  가뭄에 단비처럼  목마른 나에게 내려줘   조금 더 간절하게   좀 더 난 필요해     무심한 표정과  다른 섬세한 마음  넌 개중에 한 번 더 본적 없는 특별함  유일하게 내 심금을 울리네  그리고는                                                                      ,https://image.bugsm.co.kr/album/images/200/203162/20316203.jpg?version=20210421045752.0,"['국내', '100시리즈', '2020년', '가요', '인디']",2020y
1,0.9923087826346795,31801073,달려,염따,Dingo X DAMOIM (Part 4),1319,놀라운 일투성이지 맨날  가끔 믿기지 않아 어떻게 이렇게 됐을까  내 이름이 걸린 트랙이  차트에 오르내리락을  누군 의심해 기계 돌리는 중 아니냐고  정해져 있지 않기 땜에 삶은 짜릿해  사실 난 은퇴를 생각했었다고 작년에  근데 이젠 쉬려고 해도 일을 자꾸 만드네  전혀 관둘 생각 없이 촬영과 음악을 해  달려 잔에 건배하듯      빠르게 지나가는 찰나의 순간을 담아  동갑이 카메라처럼 산다는 건 작품이지  생각을 좀만 틀었을 뿐인 건데 잘 풀리지  산증인이 돼버렸어 내 친구들에게  진심을 쓴 만큼 결국 돌아오더라 내게  왠지 오늘따라 유난히 편안한 베개    고민했던 긴 밤들이  밝은 빛이 됐네  달려 또 달려  너무 먼 길을 혼자서 달려 왔나 봐  때론 때론 아무도 모르게 울곤 하지 난  그래도 그래도  우린 달려 또다시 출발점에서  올해도 준비 완료  숨길래야 숨길 수 없지 내 몸의 빛  세상이 원하는데         나는 늘 조수석을 찜        내 면허는 아마두 장롱 어디에  취미는      랩이 끝나기 전엔 다들 못 내리네        상은 승우 명수 덕화 현수  올해도 달릴거야  상현 상구 더콰 현수  한 잔씩 더 돌려 축하할 일만 가득한 요즘에  누군가 나를 시기 질투해도                 나의 해지  쥐띠      뭐든 확실히 준비된 후에 릴리즈  난 이제 눈에 뵈는 것만 신경 쓰기로  보이지 않는 두려움  걱정 따위를 쓴 기록 들을  지워버린 뒤로 줄어드는 피로의   치료도 필요 없어  가벼운 맘으로 나가 무대 위를 뛰러  달려 또 달려  너무 먼 길을 혼자서 달려 왔나 봐  때론 때론 아무도 모르게 울곤 하지 난  그래도 그래도  우린 달려 또다시 출발점에서  올해도 준비 완료  숨길래야 숨길 수 없지 내 몸의 빛  세상이 원하는데         저 뜨거웠던 낮이 가도 다시 불 켜지는 밤  요즘 내 작업실 온도는 늦더위 인가 봐  존나 형이 되는 나이 푹 익어가는 맛  클럽에 놀러가긴 뭐해도 일하러 가는   절대  아냐    발로 달리다 서른 살 넘어서 면허를 따  이제는 억을 기부하네  그 기분은 참 소름 돋지  내 부자 친구들이 알려준 잘 쓰는 법칙  우린 같이 경험해 꿈꿨던 게 다 이뤄지는  그 맛을 모르면 보내 두 손 모은 를  내가 변할수록 뱉어야 될 세금도 꽤 많아  그걸 싫어하는 놈에게  걍 보여줘 더 나은 나를  인생의 레이스 난 지금 어디쯤  몇 바퀴째든 늘 내 머릿속엔     쭉 삼십육계로 줄행랑 치듯  달려온 내    자 걸어 서른일곱 번째 달력  달려 또 달려  너무 먼 길을 혼자서 달려 왔나 봐  때론 때론 아무도 모르게 울곤 하지 난  그래도 그래도  우린 달려 또다시 출발점에서  올해도 준비 완료  숨길래야 숨길 수 없지 내 몸의 빛  세상이 원하는데         너무 오래됐지만  난 포기하지 않았지  해야할 일이 있어  그래서 계속 더 달려  내 식구를 먹이고  최고를 입혀 주지  아빠 나를 좀 봐봐,https://image.bugsm.co.kr/album/images/200/202988/20298811.jpg?version=20200107002304.0,"['국내', '힙합', '국내 랩/힙합', '2020년', '100시리즈', '2020 벅스 종합 결산 특집']",2020y
2,0.9698847359085926,4794856,너를 보네 (feat. 권정열 of 10cm),소란(SORAN),CAKE,1315,너를 보네  너를 보네 오늘도 까만 머리 하얀 운동화  나를 보네  난 아무렇지 않은 척  웃고 인사 그리고 지나치지만  사실은 요즘 매일  네 생각해 우리가 연애한다면 만약에 고백한다면  그리고 요즘 제일 많이 궁금한 건  혹시 너도 가끔씩은 내 생각하는지        하루 종일 그대만 생각해       틈나면 너도 나 좀 생각해  그대그대 오늘오늘 내게내게 내게로 와준다면 나는나는 이제이제 너만너만 바라보고 싶은데  너를 보내 너를 보내 오늘도 붙잡지도 아무 얘기도  나는 못해 또 멀어지는 뒷모습 하고 싶은 말이 많았었는데  아니면 몇 가지만 묻고 싶어 어떤 걸 좋아하는지 혹시 그 영화는 봤는지  그리고 너도 나처럼 무서운 건 못 보는지 같이 영화 보고 싶다 진짜        하루 종일 그대만 생각해       틈나면 너도 나 좀 생각해                                 하루 종일 그대만 생각해       틈나면 너도 나 좀 생각해  그대그대 오늘오늘 내게내게 내게로 와준다면 나는나는 이제이제 너만너만 바라보고 싶은데                      ,https://image.bugsm.co.kr/album/images/200/5928/592831.jpg?version=20181227123501.0,"['국내', '100시리즈', '2020년']",2020y
1,0.9547039461562733,5756966,궁금해 (Feat. 박재범),dress,Not my fault,1312,너 없는 하늘 바람 나무  모든 것이 다 아름다운 오늘 밤  너의 기분은 어떨지 알고 싶지만  알 수 있는 방법이 없어  뭘 하고 있을지 너무 궁금해  전화길 들었다 내렸다  전활 들었다 내려놔   뭘 하고 있을지 너무 궁금해  전화길 들었다 내렸다  전활 들었다 내려놔   들었다 내려놔                      넌 어디에 누구랑 있을지  난 너무 궁금해  네가 너무 궁금해  문자를 썼다가 또 지우는  내 모습이 너무 초라해        너도 나 궁금하니  너도 내 인스타 가끔 놀러오니  다른 사람 생겼는지      뭘 하고 있을지 너무 궁금해  전화길 들었다 내렸다  전활 들었다 내려놔   뭘 하고 있을지 너무 궁금해  전화길 들었다 내렸다  전활 들었다 내려놔   너는 나를 다 잊었나  벌써 나를 다 잊었나  너는 나를 다 잊었나  벌써 나를 다 잊었나  넌 밤처럼 깜깜 무소식  넌 밤처럼 깜깜 무소식  넌 밤처럼 깜깜 무소식  넌 밤처럼 깜깜 무소식,https://image.bugsm.co.kr/album/images/200/9339/933952.jpg?version=20210421042418.0,"['국내', '100시리즈', '2020년']",2020y
2,0.9809974444976439,31972774,바다,코요태,바다,1305,나의 볼에 입 맞춰 나를 사랑한다 말하는  널 보면 마음이 더 불안해  가지더라도 절대 너만은 내꺼란 걸  그렇게 말하고 다닐 거야  왜 넌 내게만 자꾸자꾸 커져만 가는 거야  왜 넌 내게만 자꾸자꾸 멀게만 느낀 걸까  왜 넌 내게만 자꾸자꾸 커져만 가는 거야  왜 넌 내게만 자꾸자꾸 멀게만 느낀 걸까  울고 싶었어 내 앞에 널 봤을 때  너무도 커져버린 너였기에 나는  초라해 졌던 거야 내 손을 잡아주길 바래  난 나를 보낼게 네게  나의 바다야 나의 하늘아  나를 안고서 그렇게 잠들면 돼  나의 바다야 나의 하늘아 난 너를 사랑해  언제나 나의 곁에 있는 널  나의 볼에 입 맞춰 나를 사랑한다 말하는  널 보면 마음이 더 불안해  가지더라도 절대 너만은 내꺼란 걸  그렇게 말하고 다닐 거야  그렇게 말하고 다닐꺼야  나 너 하나만 바라볼꺼야  헌데 왜왜 난난 너너 만만 바라보면  자꾸얼어버리는걸까   나의 바다야 나의 하늘아  나의 그대가 내맘 받아받아받아야 해  널 진짜 사랑해  울고 싶었어 내 앞에 널 봤을 때  너무도 커져버린 너였기에 나는  초라해 졌던 거야 내 손을 잡아주길 바래  난 나를 보낼게 네게  나의 바다야 나의 하늘아  나를 안고서 그렇게 잠들면 돼  나의 바다야 나의 하늘아  난 너를 사랑해  언제나 나의 곁에 있는 널  야야야 야야야 난 너를 사랑해  언제나 나의 결에 있는 널,https://image.bugsm.co.kr/album/images/200/203385/20338520.jpg?version=20200724172003.0,"['국내', '100시리즈', '2020년', '가요', '인디']",2020y
1,0.8243692589376661,32020600,Feel Good (SECRET CODE),프로미스나인,My Little Society,1291,비밀스런 나의        여기서 내 시간은    다른 시선은    내게로 와서   지금 기분에 맡겨      어서 들어와 날 더 알고 싶다면  아무도 모르는 날 만나보고 싶다면  궁금하다면   아무 말도 마    이건 나의 비밀 계정 같은 거  응 그런 거니까  여기선 자유로워 우리 모두 다 말이야  나를 볼 때 반짝인 그 눈빛이 좋아   어질어질해    아찔아찔해    지금 내 기분은      사뿐히 밟고 올라가              다가와  조금 다른 나를 만나게 해줄게                             다가와  조금 다른 나를 만나게 해줄게          한낮에 뜬 달  옆 동그란 문 반짝인   괜찮은 비상구인 것 같아 난  이  속은   망설이지 마 아마 재밌을 거야  여기선 다 매일매일 파티야       여기선 아름다워 있는 그대로 말이야  내 이름을 부를 때 그 느낌이 좋아   어질어질해    아찔아찔해    지금 내 기분은      사뿐히 밟고 올라가              다가와  조금 다른 나를 만나게 해줄게                             다가와  조금 다른 나를 만나게 해줄게                           이유는 묻지 마  이 순간 제일 빛나는 춤  우린           어질어질해    아찔아찔해    지금 내 기분은      사뿐히 밟고 올라가              다가와  조금 다른 나를 만나게 해줄게                             다가와  조금 다른 나를 만나게 해줄게                           ,https://image.bugsm.co.kr/album/images/200/203496/20349698.jpg?version=20210216161044.0,"['국내', '100시리즈', '아이돌', '2020년', '가요', '2020 벅스 종합 결산 특집']",2020y
1,0.828296977658384,31840415,동그라미,최유리,동그라미,1287,이대로 나 모진 사람이 된 것 같아  이 걱정의 말을 해  내가 바라보는 사람이 되어볼까  모진 구석 하나 없구나  나는 그저 마음 하나를 빌린 건데  커져가니 닮아 있구나  많은 사람 지나쳐도 난 모진 사람  오늘은 곧 사라져 가는 사람들 속에서  아니 더 큰 먼지가 되어온 날  날 바라보는 사람들 시선에 갇혀 지내도  나는 아직 모질고 거친 거야  잊고 서 있는 사람이 되고 싶었어 그래도  내가 서툴어 말하지 않았다면 좋았을까  이대로 또 모진 사람이 된 것 같아  또 걱정의 말을 해  나는 겁이 나서 또 울고만 있고  오늘은 곧 사라져 가는 사람들 속에서  아니 더 큰 먼지가 되어온 날  날 바라보는 사람들 시선에 갇혀 지내도  나는 아직 모질고 거친 거야  잊고 서 있는 사람이 되고 싶었어 그래도  내가 서툴어 말하지 않았다면 좋았을까  잊고 서 있는 사람이 되고 싶었어 그래도  내가 서툴어 말하지 않았다면 좋았을까  이대로 나 모진 사람이 된 것 같아  나는 그저 마음 하나를 빌린 건데  많은 사람 지나쳐도 난 모진 사람,https://image.bugsm.co.kr/album/images/200/203081/20308175.jpg?version=20210421045711.0,"['국내', '100시리즈', '2020년', '가요', '인디']",2020y
1,0.9617294301322368,31824519,가라고 (Gotta Go),선미,엑스엑스 (XX) OST Part.1,1275,그만 울어대     지겹지도 않니 넌  뭐가 불만인데  네가 나한테 뭔데  말하려는 게 뭔데  뭘 말하고 싶은데  그럼 뭐 어쩔 건데  난 내 갈 길 갈게                  대답 없는 날 붙잡을 생각은 하지 마  지금은 전화를 받을 수 없어                       난 나빠   넌 아파 매일매일  나는 여기까지니까       또 왜 이러나 싶네  속이 타들어 간대  같은 말만 하네  뚜뚜뚜  관심 없어 알아서 해                  대답 없는 날 붙잡을 생각은 하지 마  지금은 전화를 받을 수 없어                       난 나빠   넌 아파 매일매일  나는 여기까지니까                      그만 내려놔  제발 이 손 좀 치워                           난 나빠   넌 아파 매일매일  나는 여기까지니까                 ,https://image.bugsm.co.kr/album/images/200/203043/20304374.jpg?version=20210902141730.0,"['2020년대', '2020년', '영화/드라마', '드라마', '연도별 국내드라마OST', '국내', 'OST', '국내드라마']",2020y
1,0.6545720764394795,31962922,i'M THE TREND,(여자)아이들,i'M THE TREND,1259,향수를 뿌리지 않아도  주변에 항상 나비들이 모여들고       내가 입은 옷은  전부      다 여기 좀 봐  난 너희가 딱 되고 싶은 모습을 모두 담았잖아  그 독한 프듀 언프 퀸덤 버티고 한계를 넘은  매력은 널 홀리고 흔들고 덮치고 훔치고  네 생활은 내게 먹히고  그래 멋진 거 예쁜 거 쩌는 거 다 해 먹어                       저기 나를 위해 기다리는 보랏빛을 봐 봐                                                         점점 바빠지네 시간들 무덤덤해  난 오히려 맑은   머릿속에 밝은 생각들을 따라  사람들은 우리 아이들을 따라 해  사와디카  김민니 내 매력은 셀 수 없지  왼손잡이 태국인     한국인   내 예쁜 글씨체 이젠 내 가 필요해  더 많지만 여기까지 니차 욘따라락 컵쿤카                  저기 나를 위해 기다리는 빨간빛을 봐 봐                                                           왼쪽으로 두 스텝           따라 해봐  반대로 오른쪽으로 두 스텝         몸 가는 대로                  저기 나를 위해 기다리는 보랏빛을 봐 봐                                                       ,https://image.bugsm.co.kr/album/images/200/203361/20336166.jpg?version=20210421045943.0,"['국내', '100시리즈', '2020년', '가요', '인디']",2020y
1,0.7011123790718697,5996476,"Music, Dance",NCT 127,NCT RESONANCE Pt. 1 - The 2nd Album,1248,너도       딱 멈춰                    맘에 드는데  다 사라져도 너만 있으면 돼  시선을 올리고 뚜렷한 너의 톤       더 알고 싶어              멀리 보지 마  지금의 너만 느껴        시선의 조각들로  넌 반짝이고 움직이고                    난 봐 그 이상         네 방식대로 맘대로  자 봐 그게 너   뻔한 말들은 접고  끌리는 것만 보면 돼                    이 밤은 우릴 감싸네       너의 색이 바래 희미해지는 톤     너면 돼  불안해하지 마  너와 나 우리만   있으면 돼             컬러 뜨겁고  감각 이끄는 대로  영원할 것 같은   해가 뜰 때까지              너도 알잖아  달아나지 마 이대로 잠시 있어 이 순간 완벽한  뭔가 느껴지는데 숨을 쉬고 소리치고                    난 봐 그 이상         네 방식대로 맘대로  자 봐 그게 너   뻔한 말들은 접고  끌리는 것만 보면 돼                    이 밤은 우릴 감싸네       이 공간 속에  그 틈 사이에  밤을 더 까맣게 칠해        눈을 들여다보면                             난 봐 그 이상         네 방식대로 맘대로  자 봐 그게 너   뻔한 말들은 접고  끌리는 것만 보면 돼                    이 밤은 우릴 감싸네     ,https://image.bugsm.co.kr/album/images/200/9975/997576.jpg?version=20201019181153.0,"['국내', '100시리즈', '아이돌', '2020년', '가요', '2020 벅스 종합 결산 특집']",2020y
1,0.5291053808648752,31770409,와츠롱 (Feat. YUNHWAY),기리보이,치명적인 앨범 Ⅲ,1248,이모티콘 같애  너의 얼굴에 답장을 해야 해  화가 난 것 같애  일이 커지기 전에 사태를 파악해  와츠롱   와츠롱  빨리 알아채고 달려 거북이  밟어 나 악셀을 밟어  너의 이모지에 대지 선풍기  무슨 바람이 불어  여기까지 날아오셨나요  무슨 악귀가 붙어  그렇게 무서워졌나요  무슨 사랑이 그래 넌 왜 그래  너의 화에 데어버렸잖아 으엑  너의 불에 타버린 내 플렉스  심장 두근두근 쿵치탁치 붐뱁  나의 무릎 땅에 붙어 있어 져려 다리  손을 계속 비벼 빌고 있어 마치 파리  나의 명품 사과 받아줘라 메이드 인 파리  어서 화를 잘라 줘 나 눌렸잖아 가위  너의 화는 바위 나는 계란 같지  기어 올라 봤자 너한테 난 닭대가리  분별 못 해 사리 나 머리 나빠 사실  말실수를 해서 너의 화에 추가하지 냉면 사리  이모티콘 같애  너의 얼굴에 답장을 해야 해  화가 난 것 같애  일이 커지기 전에 사태를 파악해  와츠롱   와츠롱  빨리 알아채고 달려 거북이  밟어 나 악셀을 밟어  너의 이모지에 대지 선풍기  그걸론 안돼 너는 너무 뻔뻔해  언제나 이렇게 그냥 넘어가려 해  말 같지 않은 소리만 늘어놓고 있네  그래서 뭘 잘 못 했는지 알고 있기나 해  미안하다는 말 반복해 너는  입버릇처럼 되어버린 그 말 난 너를  안 봐도 뻔한 비디오잖아  아직도 너는 나를 모르잖아  넌 내가 말해도 기억을 못 해  왜 하지 못해  연락을 해도 너는 받지 못해  무슨 날인지도 몰라 어째  다시 널 믿지 않아  받지 않아 니 사과  속지 않아  넌 답답해 고구마 감자  정말 알 수 없어 나를 좋아하긴 하는 거야  바보 같은 표정 지워 진심이란 말이야  귀엽다고 봐주는 건 진짜 마지막이야  마지막이야  마지막이야  이모티콘 같애  너의 얼굴에 답장을 해야 해  화가 난 것 같애  일이 커지기 전에 사태를 파악해  와츠롱   와츠롱  빨리 알아채고 달려 거북이  밟어 나 악셀을 밟어  너의 이모지에 대지 선풍기,https://image.bugsm.co.kr/album/images/200/202919/20291993.jpg?version=20210421045557.0,"['국내', '100시리즈', '2020년']",2020y
0,0.6540421622159965,31472945,네온 (NEON),유키카,네온 (NEON),1244,차가운 공기가 번지고  고요함에 익숙해지면  엉켜있는 그때 기억이  비워질까 사라질까        이게 내게 편해져버린 이유  더 흐릿해져가  복잡한 생각들이 지겨워지는 밤에  이 밤에  새벽 공기 속에 흔들리는 네온  여기에 혼자 서있네요  차가운 도시에 일렁이는 네온  나 혼자 있는 것도 괜찮은걸 이대로         기나긴 밤속에 네온         느린 시간 속에 네온  시간은 계속 흘러가고  가끔 생각나기도 하고  여전히 나는 그대로인데  어디에        이게 내게 편해져버린 이유  더 흐릿해져가  복잡한 생각들이 지겨워지는 밤에  이 밤에  새벽 공기 속에 흔들리는 네온  여기에 혼자 서있네요  차가운 도시에 일렁이는 네온  나 혼자 있는 것도 괜찮은걸 이대로         기나긴 밤속에 네온         느린 시간 속에 네온  형광색 불빛속 나 홀로  적막함이 나를 삼키면  달빛에 비친 그림자가  드리울까 그리울까  새벽 공기 속에 흔들리는 네온  여기에 혼자 서있네요  차가운 도시에 일렁이는 네온  나 혼자 있는 것도 괜찮은걸 이대로         기나긴 밤속에 네온         느린 시간 속에 네온,https://image.bugsm.co.kr/album/images/200/202322/20232228.jpg?version=20210421045141.0,"['국내', '100시리즈', '2020년', '가요', '인디']",2020y
